,sample_id,lDDT-BS_0,lDDT-BS_1,lDDT-BS_2,lDDT-BS_3,lDDT-BS_4,lDDT-BS_5,lDDT-BS_6,lDDT-BS_7,lDDT-BS_8,lDDT-BS_9,lDDT-BS_10,lDDT-BS_11,lDDT-BS_12,lDDT-BS_13,lDDT-BS_14,lDDT-BS_15,lDDT-BS_16,lDDT-BS_17,lDDT-BS_18,lDDT-BS_19,lDDT-BS_20,lDDT-BS_21,lDDT-BS_22,lDDT-BS_23,lDDT-BS_24,lDDT-BS_25,lDDT-BS_26,lDDT-BS_27,lDDT-BS_28,lDDT-BS_29,lDDT-BS_30,lDDT-BS_31,lig_rmsd_0,lig_rmsd_1,lig_rmsd_2,lig_rmsd_3,lig_rmsd_4,lig_rmsd_5,lig_rmsd_6,lig_rmsd_7,lig_rmsd_8,lig_rmsd_9,lig_rmsd_10,lig_rmsd_11,lig_rmsd_12,lig_rmsd_13,lig_rmsd_14,lig_rmsd_15,lig_rmsd_16,lig_rmsd_17,lig_rmsd_18,lig_rmsd_19,lig_rmsd_20,lig_rmsd_21,lig_rmsd_22,lig_rmsd_23,lig_rmsd_24,lig_rmsd_25,lig_rmsd_26,lig_rmsd_27,lig_rmsd_28,lig_rmsd_29,lig_rmsd_30,lig_rmsd_31,clash_0,clash_1,clash_2,clash_3,clash_4,clash_5,clash_6,clash_7,clash_8,clash_9,clash_10,clash_11,clash_12,clash_13,clash_14,clash_15,clash_16,clash_17,clash_18,clash_19,clash_20,clash_21,clash_22,clash_23,clash_24,clash_25,clash_26,clash_27,clash_28,clash_29,clash_30,clash_31
124,6ND3A,0.8800196727116902,0.90064617395401,0.8992833773295085,0.8882537523905436,0.8874468525250753,0.8914011518160502,0.8868785301844279,0.8893997470537821,0.8853559851646423,0.8956456979115804,0.8931115746498108,0.8837841073671977,0.8862067023913066,0.883134130636851,0.8674891670544942,0.8914248903592428,0.8871918638547261,0.8792235612869262,0.883551295598348,0.903584098815918,0.8944702784220377,0.89966326157252,0.8861629724502563,0.8849642992019653,0.9049427191416423,0.8941734711329142,0.8876124739646911,0.881218683719635,0.8880373557408651,0.882965886592865,0.8837672034899394,0.895988667011261,2.6949,0.55117,2.18212,1.94863,1.06419,2.57386,2.868,2.55201,2.83214,2.92241,2.24776,1.88061,2.78382,2.77034,2.89815,3.03794,0.829378,2.99044,0.625366,0.781438,2.59153,2.40947,2.54622,2.99509,2.63658,2.12844,2.31503,2.3547,2.65277,2.63583,1.62624,1.30502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6OS6A,0.8287048768252134,0.8313593287020922,0.829354003071785,0.8329121042042971,0.8103371560573578,0.8223719410598278,0.8326890990138054,0.8237064853310585,0.8148589450865984,0.8304787091910839,0.8395343348383904,0.8304211720824242,0.825791859999299,0.8324381168931723,0.8265878949314356,0.8405029959976673,0.837573479861021,0.8178872372955084,0.8356216885149479,0.8434889726340771,0.8461149074137211,0.832748781889677,0.8390172757208347,0.8325653932988644,0.8370600286871195,0.8333927430212498,0.8302085846662521,0.8305550254881382,0.8363395910710096,0.8245121203362942,0.8277963884174824,0.8361218646168709,5.20501,1.66194,1.55423,3.28404,5.19968,2.19308,1.95273,5.09651,3.31126,1.95849,3.58538,4.77193,4.97378,4.65465,4.87168,3.45166,2.04447,2.68916,3.7671,3.44617,2.2095,2.97793,4.40216,3.1111,5.37896,2.6797,4.3821,1.24171,5.21947,3.70485,3.79511,2.21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6INZA,0.8731955081224442,0.8302101969718934,0.8552465319633484,0.8410877346992492,0.8237545937299728,0.810046449303627,0.8350733906030655,0.8629470497369767,0.8486561894416809,0.8425149977207184,0.8638092130422592,0.8809777081012726,0.8733015447854996,0.8490113407373429,0.8475490599870682,0.8474037438631058,0.8662239164113998,0.8524142503738403,0.8665533840656281,0.8550237834453582,0.8782032042741775,0.8400292068719863,0.8734737396240234,0.8755033254623413,0.859099093079567,0.862964054942131,0.8471030205488205,0.8401165425777435,0.8623513072729111,0.8560681790113449,0.8536962062120438,0.8575554758310318,4.04733,6.56977,6.33606,6.64199,4.85106,4.35312,4.58711,4.35891,6.58547,3.46223,4.54404,2.80699,5.44542,6.25093,5.86175,5.74288,6.10889,5.02971,4.41134,5.70202,5.73622,6.26392,6.74809,4.23467,6.49467,6.20254,4.80513,7.29,6.32309,6.58706,5.86875,4.21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6IBYA,0.7426414762934049,0.7929754381378492,0.8018147374192873,0.8069996597866217,0.8316220541795095,0.8279263402024905,0.8072876234849294,0.7884315873185793,0.8063882738351822,0.8117475174367428,0.7700251564383507,0.8266397143403689,0.8160059899091721,0.7730138388772806,0.8055354207754135,0.7813141644001007,0.7998410811026891,0.7947610840201378,0.8275667180617651,0.8282194385925928,0.7870107392470042,0.8357483247915903,0.8124279653032621,0.78429647286733,0.8207377890745798,0.8086031377315521,0.8022607093056043,0.798953560491403,0.8138913561900457,0.7567378977934519,0.8196107298135757,0.8285103812813759,11.0253,8.93848,8.93777,9.35394,11.9701,3.90613,4.17047,5.84354,6.80903,9.18079,9.97803,5.52306,5.92558,5.04503,4.24557,9.95644,5.2419,8.25874,12.7,11.792,6.32649,7.67938,4.56369,5.38801,10.9757,9.50259,6.40661,9.38145,9.73073,5.74007,8.86365,9.49174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6GJ7A,0.8414458907567538,0.871779006261092,0.8682249188423157,0.870896013883444,0.8598562524868891,0.8572901991697458,0.8586060267228347,0.8737115447337811,0.847661132995899,0.8655951940096341,0.8624004905040448,0.748999182994549,0.8675412443967966,0.8687040163920476,0.8433081461833074,0.8174320046718304,0.857105342241434,0.8497859652225788,0.8667251559404227,0.8611075006998502,0.8593596449265113,0.8649195432662964,0.8659131435247568,0.8656307550577017,0.8467160784281217,0.8616118568640488,0.8615586207463191,0.8582956882623526,0.860715008698977,0.8585017598592318,0.8543520615651057,0.8412267749126141,4.84512,5.08292,11.8141,4.98173,5.93338,9.74969,11.2944,4.41917,5.5813,8.53714,4.96888,6.12679,8.62543,7.52471,6.64944,7.68175,5.79739,7.88281,6.89243,10.7717,9.51529,7.96937,9.49766,10.1989,5.18826,10.7039,8.27489,8.67263,5.1021,11.3962,10.708,5.07403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6HBNA,0.7991129426579726,0.8034939907099071,0.7984763932855505,0.7974808404320165,0.8014292952261473,0.8011880830714577,0.7999855766170904,0.8028257300979212,0.7988828357897306,0.8091574828875693,0.800016629068475,0.8010938606764141,0.8022779602753488,0.7916200615857777,0.8027240257514151,0.8032143806156359,0.8009981387539914,0.7971710892100083,0.8004075649537539,0.7946598733726301,0.8116870177419562,0.8113134722960623,0.7969190446954024,0.8000325090006778,0.8118611825139899,0.7982504854076787,0.8004806951472634,0.7952614426612854,0.7996361067420558,0.7978551748551821,0.8040997495776728,0.7911036391007272,1.41668,3.37881,2.48653,5.11554,1.43956,8.88019,5.24731,1.20871,4.94405,1.85416,1.45979,4.56737,1.2755,2.98784,3.95706,4.58351,3.26608,2.09393,1.75063,1.4692,2.82994,3.06087,4.45466,4.89079,1.06666,8.33072,1.43743,6.79629,1.97767,5.35225,1.18864,4.31046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6TELA,0.6486683542078192,0.7072699550877918,0.7043311006643556,0.7061869590119882,0.7172604853456671,0.6521801284768365,0.6662587354129011,0.6914878338575363,0.7038232690908692,0.7120587168769403,0.7038219286636873,0.7125177938829769,0.7102467844432051,0.6966278613968329,0.7215472967787222,0.6933759484778751,0.6938681297681548,0.7104530104181983,0.6991263986988501,0.7160168533975427,0.6609933511777357,0.7041867741129615,0.7024002427404578,0.7077800313180144,0.7029570822011341,0.6909583190625365,0.6973606889898126,0.7077687342058528,0.7090309641577981,0.7120906412601471,0.6998062106696042,0.707077519460158,14.4964,14.7889,17.1709,14.4119,16.9978,12.8198,13.5476,11.5256,15.6162,17.7903,16.5837,13.4749,17.9896,12.7298,19.6416,15.5049,13.1602,16.042,9.83359,17.0492,13.042,13.5394,15.2799,15.1495,13.492,12.2304,12.3554,18.3311,16.2005,12.6784,12.9268,15.4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,6P8YA,0.732480936580234,0.7205092244678073,0.7888581289185418,0.7625664853387408,0.7912866208288405,0.7957572506533729,0.7258346908622317,0.793940833873219,0.8019266277551651,0.7667109121878942,0.8007970286740197,0.7685976276795069,0.7447391119268205,0.7929394245147705,0.7948293901152081,0.7914489259322485,0.7975618806150224,0.7828747630119324,0.7990251580874125,0.782348793413904,0.8043528613117006,0.8052613106038835,0.7906325790617201,0.8048486411571503,0.793566021654341,0.7469481047656801,0.7343617644574907,0.7823265459802415,0.8028365472952524,0.7933410091532601,0.7871133204963472,0.7722630931271447,11.8946,7.00141,14.7319,9.29222,14.089,12.5508,9.39658,14.1584,15.9356,11.2525,18.9772,6.08601,10.2395,11.0472,13.8135,13.4102,10.4764,6.96373,12.1438,11.1093,10.3501,11.1168,15.9989,13.2205,9.90262,9.35352,10.1346,11.3599,13.3747,13.2771,12.3234,9.32618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6PYAA,0.8336480276452171,0.8281736224889755,0.8516969432433447,0.8332585261927711,0.8460043718417486,0.8565116375684738,0.8267643964952893,0.8423653360870149,0.849604629808002,0.8405578467581007,0.874750503235393,0.8442083150148392,0.8481100598971049,0.86014324426651,0.8417397555377748,0.8637075689103868,0.8768204235368304,0.8512301875485314,0.8475585944122739,0.8532221698098712,0.8553216507037481,0.8286639369196362,0.8415945089525647,0.8463162746694353,0.8322331839137607,0.8679853346612718,0.852448496553633,0.8289138442940183,0.8483617968029447,0.8503400269481871,0.8842203054163191,0.8672553267743852,4.36408,7.24226,3.76074,4.94794,6.33946,5.01517,5.87228,4.21718,4.44989,3.89055,4.56575,3.19559,3.44471,3.02601,4.56362,5.39909,4.79512,5.04016,4.32296,4.55007,3.78486,5.20029,5.44261,5.03894,2.37028,6.6911,3.80005,8.86831,4.09925,3.22663,4.91855,3.18198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,6GJ8A,0.8586760851053091,0.8611378257091229,0.8454371553200942,0.8523300565206088,0.8420204336826618,0.8440138697624207,0.8570081683305594,0.8176177969345679,0.8562492590684158,0.8349729134486272,0.8510365119347205,0.8385396462220412,0.8408914116712717,0.8553355244489816,0.847984043451456,0.8451684484115014,0.8415525188812842,0.8565208407548758,0.842282785819127,0.8544645171899062,0.8540572707469647,0.834243370936467,0.8370413596813495,0.8546461142026461,0.7840539904741141,0.8464929644878094,0.8491967412141653,0.8413150356366084,0.8517089852919946,0.8527566423782935,0.8473389515509973,0.8450899307544415,8.86542,7.26146,6.65573,7.43128,3.88292,5.22723,11.7529,9.76338,12.7483,10.5364,7.42204,7.23452,10.6001,10.5823,11.2122,8.21707,8.41876,8.58019,9.53015,10.2469,6.39327,10.4995,11.15,11.659,7.07937,4.28438,7.08216,8.5709,5.70215,5.13517,10.0893,7.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,6MO2A,0.7126574757007452,0.724408838324822,0.7345882786008028,0.7351755690402709,0.7305642747535155,0.7273811912880495,0.7396081181672903,0.7428052752063825,0.7198506321471471,0.7350075511405101,0.7329660399028888,0.730494968019999,0.7244669029919001,0.716829676181078,0.7331894065898198,0.7242853025404307,0.724188721810396,0.700399324297905,0.7307852569680947,0.7241043002846149,0.7265861702079957,0.7446007559505793,0.7223225582677585,0.7340699763825307,0.723913409962104,0.7353387131140783,0.7315207032056955,0.7146959522595773,0.7305144598850837,0.730387959915858,0.7357290887202208,0.7311593589301293,6.13427,8.7044,4.24524,10.239,11.1533,10.7841,9.48347,11.3761,9.94941,10.2725,9.20814,7.8831,12.9539,6.75212,8.13858,8.45831,8.13157,4.12575,9.56454,8.50714,3.08242,10.5443,6.62654,7.00584,4.60675,8.8995,8.52989,4.88127,6.97162,6.41292,9.6412,5.74344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
